Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[119]    0.0    0.00    0.00     616         std::allocator_traits<std::allocator<StackElement> >::select_on_container_copy_construction(std::allocator<StackElement> const&) [119]
                0.00    0.00     616/1327        std::allocator<StackElement>::allocator(std::allocator<StackElement> const&) [52]
-----------------------------------------------
                0.00    0.00     616/616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::uninitialized_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [123]
[120]    0.0    0.00    0.00     616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
                0.00    0.00    2855/2855        bool std::operator!=<StackElement, StackElement const&, StackElement const*>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [27]
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::operator*() const [35]
                0.00    0.00    2239/4528        StackElement* std::__addressof<StackElement>(StackElement&) [17]
                0.00    0.00    2239/6787        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::operator*() const [9]
                0.00    0.00    2239/2239        void std::_Construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [38]
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::operator++() [36]
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::operator++() [37]
                0.00    0.00     616/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
-----------------------------------------------
                0.00    0.00     616/616         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::stack(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > > const&) [122]
[121]    0.0    0.00    0.00     616         std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
                0.00    0.00     616/808         std::deque<StackElement, std::allocator<StackElement> >::size() const [66]
                0.00    0.00     616/2088        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() const [39]
                0.00    0.00     616/616         __gnu_cxx::__alloc_traits<std::allocator<StackElement>, StackElement>::_S_select_on_copy(std::allocator<StackElement> const&) [114]
                0.00    0.00     616/616         std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_base(std::allocator<StackElement> const&, unsigned long) [118]
                0.00    0.00     616/1352        std::allocator<StackElement>::~allocator() [50]
                0.00    0.00     616/2563        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() [28]
                0.00    0.00     616/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
                0.00    0.00     616/616         std::deque<StackElement, std::allocator<StackElement> >::end() const [115]
                0.00    0.00     616/616         std::deque<StackElement, std::allocator<StackElement> >::begin() const [116]
                0.00    0.00     616/616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy_a<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, StackElement>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement>&) [124]
-----------------------------------------------
                0.00    0.00     159/616         reduceByRule(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [172]
                0.00    0.00     170/616         stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
                0.00    0.00     287/616         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
[122]    0.0    0.00    0.00     616         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::stack(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > > const&) [122]
                0.00    0.00     616/616         std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
-----------------------------------------------
                0.00    0.00     616/616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy_a<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, StackElement>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement>&) [124]
[123]    0.0    0.00    0.00     616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::uninitialized_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [123]
                0.00    0.00    1232/2464        std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [29]
                0.00    0.00     616/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
                0.00    0.00     616/616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
-----------------------------------------------
                0.00    0.00     616/616         std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
[124]    0.0    0.00    0.00     616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy_a<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, StackElement>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement>&) [124]
                0.00    0.00    1232/2464        std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [29]
                0.00    0.00     616/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
                0.00    0.00     616/616         std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::uninitialized_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [123]
-----------------------------------------------
                0.00    0.00     570/570         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<StackElement**> >, std::is_move_constructible<StackElement**>, std::is_move_assignable<StackElement**> >::value, void>::type std::swap<StackElement**>(StackElement**&, StackElement**&) [164]
[125]    0.0    0.00    0.00     570         std::remove_reference<StackElement**&>::type&& std::move<StackElement**&>(StackElement**&) [125]
-----------------------------------------------
                0.00    0.00     570/570         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned long> >, std::is_move_constructible<unsigned long>, std::is_move_assignable<unsigned long> >::value, void>::type std::swap<unsigned long>(unsigned long&, unsigned long&) [165]
[126]    0.0    0.00    0.00     570         std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [126]
-----------------------------------------------
                0.00    0.00     459/459         std::allocator<std::_List_node<StackElement> >::~allocator() [128]
[127]    0.0    0.00    0.00     459         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::~new_allocator() [127]
-----------------------------------------------
                0.00    0.00     217/459         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
                0.00    0.00     242/459         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::~_List_impl() [145]
[128]    0.0    0.00    0.00     459         std::allocator<std::_List_node<StackElement> >::~allocator() [128]
                0.00    0.00     459/459         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::~new_allocator() [127]
-----------------------------------------------
                0.00    0.00     457/457         Calculator::processInput(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [201]
[129]    0.0    0.00    0.00     457         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char) [129]
                0.00    0.00     457/4090        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [19]
-----------------------------------------------
                0.00    0.00     434/434         std::allocator<std::_List_node<StackElement> >::allocator(std::allocator<std::_List_node<StackElement> > const&) [131]
[130]    0.0    0.00    0.00     434         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<StackElement> > const&) [130]
-----------------------------------------------
                0.00    0.00     217/434         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::select_on_container_copy_construction(std::allocator<std::_List_node<StackElement> > const&) [155]
                0.00    0.00     217/434         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl(std::allocator<std::_List_node<StackElement> >&&) [156]
[131]    0.0    0.00    0.00     434         std::allocator<std::_List_node<StackElement> >::allocator(std::allocator<std::_List_node<StackElement> > const&) [131]
                0.00    0.00     434/434         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<StackElement> > const&) [130]
-----------------------------------------------
                0.00    0.00     217/434         std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() const [154]
                0.00    0.00     217/434         std::__cxx11::list<StackElement, std::allocator<StackElement> >::end() const [153]
[132]    0.0    0.00    0.00     434         std::_List_const_iterator<StackElement>::_List_const_iterator(std::__detail::_List_node_base const*) [132]
-----------------------------------------------
                0.00    0.00     217/434         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_base(std::allocator<std::_List_node<StackElement> >&&) [157]
                0.00    0.00     217/434         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl(std::allocator<std::_List_node<StackElement> >&&) [156]
[133]    0.0    0.00    0.00     434         std::remove_reference<std::allocator<std::_List_node<StackElement> >&>::type&& std::move<std::allocator<std::_List_node<StackElement> >&>(std::allocator<std::_List_node<StackElement> >&) [133]
-----------------------------------------------
                0.00    0.00     380/380         std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_M_swap_data(std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl&) [162]
[134]    0.0    0.00    0.00     380         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Deque_iterator<StackElement, StackElement&, StackElement*> > >, std::is_move_constructible<std::_Deque_iterator<StackElement, StackElement&, StackElement*> >, std::is_move_assignable<std::_Deque_iterator<StackElement, StackElement&, StackElement*> > >::value, void>::type std::swap<std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement&, StackElement*>&, std::_Deque_iterator<StackElement, StackElement&, StackElement*>&) [134]
                0.00    0.00    1140/1140        std::remove_reference<std::_Deque_iterator<StackElement, StackElement&, StackElement*>&>::type&& std::move<std::_Deque_iterator<StackElement, StackElement&, StackElement*>&>(std::_Deque_iterator<StackElement, StackElement&, StackElement*>&) [54]
                0.00    0.00     380/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
-----------------------------------------------
                                 170             stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
                0.00    0.00     159/351         reduceByRule(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [172]
                0.00    0.00     192/351         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
[135]    0.0    0.00    0.00     351+170     stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
                0.00    0.00    4287/4548        std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::top() [16]
                0.00    0.00    4117/4907        bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [13]
                0.00    0.00     170/3585        StackElement::StackElement(StackElement const&) [24]
                0.00    0.00     170/242         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::pop() [144]
                0.00    0.00     170/616         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::stack(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > > const&) [122]
                0.00    0.00     170/736         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::~stack() [106]
                0.00    0.00     170/292         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::push(StackElement const&) [139]
                0.00    0.00     170/3635        StackElement::~StackElement() [23]
                                 170             stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
-----------------------------------------------
                0.00    0.00     292/292         void std::allocator_traits<std::allocator<StackElement> >::construct<StackElement, StackElement const&>(std::allocator<StackElement>&, StackElement*, StackElement const&) [137]
[136]    0.0    0.00    0.00     292         void __gnu_cxx::new_allocator<StackElement>::construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [136]
                0.00    0.00     292/6591        StackElement const& std::forward<StackElement const&>(std::remove_reference<StackElement const&>::type&) [10]
                0.00    0.00     292/3309        operator new(unsigned long, void*) [25]
                0.00    0.00     292/3585        StackElement::StackElement(StackElement const&) [24]
-----------------------------------------------
                0.00    0.00     292/292         std::deque<StackElement, std::allocator<StackElement> >::push_back(StackElement const&) [138]
[137]    0.0    0.00    0.00     292         void std::allocator_traits<std::allocator<StackElement> >::construct<StackElement, StackElement const&>(std::allocator<StackElement>&, StackElement*, StackElement const&) [137]
                0.00    0.00     292/6591        StackElement const& std::forward<StackElement const&>(std::remove_reference<StackElement const&>::type&) [10]
                0.00    0.00     292/292         void __gnu_cxx::new_allocator<StackElement>::construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [136]
-----------------------------------------------
                0.00    0.00     292/292         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::push(StackElement const&) [139]
[138]    0.0    0.00    0.00     292         std::deque<StackElement, std::allocator<StackElement> >::push_back(StackElement const&) [138]
                0.00    0.00     292/292         void std::allocator_traits<std::allocator<StackElement> >::construct<StackElement, StackElement const&>(std::allocator<StackElement>&, StackElement*, StackElement const&) [137]
-----------------------------------------------
                0.00    0.00     122/292         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
                0.00    0.00     170/292         stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
[139]    0.0    0.00    0.00     292         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::push(StackElement const&) [139]
                0.00    0.00     292/292         std::deque<StackElement, std::allocator<StackElement> >::push_back(StackElement const&) [138]
-----------------------------------------------
                0.00    0.00      95/285         std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_base(std::_Deque_base<StackElement, std::allocator<StackElement> >&&, std::integral_constant<bool, true>) [175]
                0.00    0.00      95/285         std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl(std::allocator<StackElement>&&) [173]
                0.00    0.00      95/285         void std::__do_alloc_on_move<std::allocator<StackElement> >(std::allocator<StackElement>&, std::allocator<StackElement>&, std::integral_constant<bool, true>) [184]
[140]    0.0    0.00    0.00     285         std::remove_reference<std::allocator<StackElement>&>::type&& std::move<std::allocator<StackElement>&>(std::allocator<StackElement>&) [140]
-----------------------------------------------
                0.00    0.00     242/242         void std::allocator_traits<std::allocator<StackElement> >::destroy<StackElement>(std::allocator<StackElement>&, StackElement*) [142]
[141]    0.0    0.00    0.00     242         void __gnu_cxx::new_allocator<StackElement>::destroy<StackElement>(StackElement*) [141]
                0.00    0.00     242/3635        StackElement::~StackElement() [23]
-----------------------------------------------
                0.00    0.00     242/242         std::deque<StackElement, std::allocator<StackElement> >::pop_back() [143]
[142]    0.0    0.00    0.00     242         void std::allocator_traits<std::allocator<StackElement> >::destroy<StackElement>(std::allocator<StackElement>&, StackElement*) [142]
                0.00    0.00     242/242         void __gnu_cxx::new_allocator<StackElement>::destroy<StackElement>(StackElement*) [141]
-----------------------------------------------
                0.00    0.00     242/242         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::pop() [144]
[143]    0.0    0.00    0.00     242         std::deque<StackElement, std::allocator<StackElement> >::pop_back() [143]
                0.00    0.00     242/242         void std::allocator_traits<std::allocator<StackElement> >::destroy<StackElement>(std::allocator<StackElement>&, StackElement*) [142]
-----------------------------------------------
                0.00    0.00       2/242         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
                0.00    0.00      70/242         reduceByRule(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [172]
                0.00    0.00     170/242         stackTop(std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >) [135]
[144]    0.0    0.00    0.00     242         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::pop() [144]
                0.00    0.00     242/242         std::deque<StackElement, std::allocator<StackElement> >::pop_back() [143]
-----------------------------------------------
                0.00    0.00     242/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::~_List_base() [147]
[145]    0.0    0.00    0.00     242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::~_List_impl() [145]
                0.00    0.00     242/459         std::allocator<std::_List_node<StackElement> >::~allocator() [128]
-----------------------------------------------
                0.00    0.00     242/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::~_List_base() [147]
[146]    0.0    0.00    0.00     242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_clear() [146]
                0.00    0.00     681/2417        std::_List_node<StackElement>::_M_valptr() [32]
                0.00    0.00     681/1556        std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_get_Node_allocator() [41]
                0.00    0.00     681/778         void std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::destroy<StackElement>(std::allocator<std::_List_node<StackElement> >&, StackElement*) [77]
                0.00    0.00     681/778         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_put_node(std::_List_node<StackElement>*) [82]
-----------------------------------------------
                0.00    0.00     242/242         std::__cxx11::list<StackElement, std::allocator<StackElement> >::~list() [148]
[147]    0.0    0.00    0.00     242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::~_List_base() [147]
                0.00    0.00     242/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_clear() [146]
                0.00    0.00     242/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::~_List_impl() [145]
-----------------------------------------------
                0.00    0.00      50/242         Calculator::processInput(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [201]
                0.00    0.00     192/242         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
[148]    0.0    0.00    0.00     242         std::__cxx11::list<StackElement, std::allocator<StackElement> >::~list() [148]
                0.00    0.00     242/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::~_List_base() [147]
-----------------------------------------------
                0.00    0.00     242/242         std::__detail::_List_node_header::_List_node_header() [150]
[149]    0.0    0.00    0.00     242         std::__detail::_List_node_header::_M_init() [149]
-----------------------------------------------
                0.00    0.00      25/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl() [210]
                0.00    0.00     217/242         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl(std::allocator<std::_List_node<StackElement> >&&) [156]
[150]    0.0    0.00    0.00     242         std::__detail::_List_node_header::_List_node_header() [150]
                0.00    0.00     242/242         std::__detail::_List_node_header::_M_init() [149]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[151]    0.0    0.00    0.00     217         __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<StackElement> >, std::_List_node<StackElement> >::_S_select_on_copy(std::allocator<std::_List_node<StackElement> > const&) [151]
                0.00    0.00     217/217         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::select_on_container_copy_construction(std::allocator<std::_List_node<StackElement> > const&) [155]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[152]    0.0    0.00    0.00     217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_get_Node_allocator() const [152]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[153]    0.0    0.00    0.00     217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::end() const [153]
                0.00    0.00     217/434         std::_List_const_iterator<StackElement>::_List_const_iterator(std::__detail::_List_node_base const*) [132]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[154]    0.0    0.00    0.00     217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() const [154]
                0.00    0.00     217/434         std::_List_const_iterator<StackElement>::_List_const_iterator(std::__detail::_List_node_base const*) [132]
-----------------------------------------------
                0.00    0.00     217/217         __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<StackElement> >, std::_List_node<StackElement> >::_S_select_on_copy(std::allocator<std::_List_node<StackElement> > const&) [151]
[155]    0.0    0.00    0.00     217         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::select_on_container_copy_construction(std::allocator<std::_List_node<StackElement> > const&) [155]
                0.00    0.00     217/434         std::allocator<std::_List_node<StackElement> >::allocator(std::allocator<std::_List_node<StackElement> > const&) [131]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_base(std::allocator<std::_List_node<StackElement> >&&) [157]
[156]    0.0    0.00    0.00     217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl(std::allocator<std::_List_node<StackElement> >&&) [156]
                0.00    0.00     217/434         std::remove_reference<std::allocator<std::_List_node<StackElement> >&>::type&& std::move<std::allocator<std::_List_node<StackElement> >&>(std::allocator<std::_List_node<StackElement> >&) [133]
                0.00    0.00     217/434         std::allocator<std::_List_node<StackElement> >::allocator(std::allocator<std::_List_node<StackElement> > const&) [131]
                0.00    0.00     217/242         std::__detail::_List_node_header::_List_node_header() [150]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[157]    0.0    0.00    0.00     217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_base(std::allocator<std::_List_node<StackElement> >&&) [157]
                0.00    0.00     217/434         std::remove_reference<std::allocator<std::_List_node<StackElement> >&>::type&& std::move<std::allocator<std::_List_node<StackElement> >&>(std::allocator<std::_List_node<StackElement> >&) [133]
                0.00    0.00     217/217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_impl::_List_impl(std::allocator<std::_List_node<StackElement> >&&) [156]
-----------------------------------------------
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
[158]    0.0    0.00    0.00     217         void std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_initialize_dispatch<std::_List_const_iterator<StackElement> >(std::_List_const_iterator<StackElement>, std::_List_const_iterator<StackElement>, std::__false_type) [158]
                0.00    0.00     873/873         std::operator!=(std::_List_const_iterator<StackElement> const&, std::_List_const_iterator<StackElement> const&) [56]
                0.00    0.00     656/656         std::_List_const_iterator<StackElement>::operator*() const [111]
                0.00    0.00     656/656         void std::__cxx11::list<StackElement, std::allocator<StackElement> >::emplace_back<StackElement const&>(StackElement const&) [113]
                0.00    0.00     656/656         std::_List_const_iterator<StackElement>::operator++() [112]
-----------------------------------------------
                0.00    0.00      25/217         Calculator::processInput(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [201]
                0.00    0.00     192/217         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
[159]    0.0    0.00    0.00     217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::list(std::__cxx11::list<StackElement, std::allocator<StackElement> > const&) [159]
                0.00    0.00     217/217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_get_Node_allocator() const [152]
                0.00    0.00     217/217         __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<StackElement> >, std::_List_node<StackElement> >::_S_select_on_copy(std::allocator<std::_List_node<StackElement> > const&) [151]
                0.00    0.00     217/459         std::allocator<std::_List_node<StackElement> >::~allocator() [128]
                0.00    0.00     217/217         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_List_base(std::allocator<std::_List_node<StackElement> >&&) [157]
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::end() const [153]
                0.00    0.00     217/217         std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() const [154]
                0.00    0.00     217/217         void std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_initialize_dispatch<std::_List_const_iterator<StackElement> >(std::_List_const_iterator<StackElement>, std::_List_const_iterator<StackElement>, std::__false_type) [158]
-----------------------------------------------
                0.00    0.00     192/192         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
[160]    0.0    0.00    0.00     192         incomingType(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [160]
                0.00    0.00     765/861         std::__cxx11::list<StackElement, std::allocator<StackElement> >::front() [58]
                0.00    0.00     765/4907        bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [13]
-----------------------------------------------
                0.00    0.00     192/192         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
